logger_ID,res,PLC,PRC,TLC,HLI,SLP,TP3,TP5,TR3,TR5,HSD,VR3,VR5,SLR,ASP
1,101,-1.32e-4,-6.72e-4,-8.04e-4,0.9224373331770188,27.568444236145933,-6.434599388446713,-19.83307031690356,129.6082416707236,352.07279264238423,0.5569902812203411,0.01052066678608276,0.02935141198807001,0.4811601215731997,272.07137310001264
2,101,8.22e-4,-8.62e-4,-4e-5,0.8830870423546578,32.93960994271727,-3.3900379099927704,-8.358586749116057,159.8716515194921,398.38798339129823,0.9275204219480576,0.00687475075682775,0.02920701674992754,0.5749046478230772,158.69156348794095
3,101,1e-5,-1.11e-4,-1.01e-4,0.8890136603941362,29.016474217656473,1.1563025887980984,10.562033056463406,140.80849110985773,455.6483772601204,0.8330527514434041,0.00454478399248003,0.01676699471782894,0.5064330124181512,223.18226728498047
4,101,0.001465,-7.7e-5,0.001388,0.7864880794859764,32.30780981132433,9.56060737498774,14.008446375317362,161.4489905281717,410.57487048763903,0.8909936104915608,0.00942670782316268,0.02470678024656958,0.5638776553157375,148.133276981076
5,101,0.001621,-5.82e-4,0.001039,0.9339423714977604,35.99929757549538,7.685670826712794,27.873160261937755,183.8411856589382,535.3696342098062,0.8041602165445734,0.01666253058414646,0.04337540642206516,0.6283062710976064,230.8737405231495
7,101,0.002397,-3.26e-4,0.002071,0.8916245935742477,29.80403453053899,14.253989140647263,22.00194533049807,154.34858241297044,404.3640366533243,0.930980540656191,0.0228065923371703,0.03011626281601098,0.5201785329359878,168.58096339313394
8,101,-5.9e-5,-7.91e-4,-8.500000000000001e-4,0.9271293998801275,28.25869714420685,-6.678304948572077,-20.811177620836588,138.19249399340913,409.3245476566525,0.5815985627302525,0.00735154234942336,0.02364899537144249,0.4932073074903284,267.5634160804968
9,101,7.24e-4,-2.25e-4,4.990000000000001e-4,0.931328347321022,34.22488307652915,3.2693794216497736,11.88400692276673,169.82840321257817,500.1588234269675,0.8656285977588254,0.00648433011810922,0.0259348971153237,0.5973368957955202,219.14548295584652
10,101,-9.9e-4,-0.001044,-0.002034,0.9250406888211408,21.183865494728735,-14.974883857361874,-32.62879009640665,111.24817888541764,316.6198468567066,0.8625213712704157,0.0134140476184843,0.03431261146717335,0.3697282011826339,198.0675993082329
12,101,-2e-6,-7.18e-4,-7.2e-4,0.8780922995278008,22.879379335704726,-6.843818419153649,-18.16247196870154,107.2541147090901,364.1253760931188,0.8800246869316426,0.01055345339843905,0.02666751092255592,0.3993205002208005,165.09265327241536
13,101,6.4e-4,-3.23e-4,3.1700000000000006e-4,0.9690298550556063,32.41247498276734,3.6956495086778887,14.17195921260054,158.65049293447862,456.34071531024136,0.9165881361829932,0.00950362583917752,0.03198218273383091,0.5657044071695825,204.39808960571753
14,101,-1.8e-4,-3.52e-4,-5.32e-4,0.7594558200002093,32.591065114188005,-6.8300397284765495,-20.041051749483813,161.06257464875696,465.80999032475256,0.8693361239080686,0.00773091844743412,0.01839330431524022,0.5688213929744423,142.5934696717269
17,101,0.003615,4.58e-4,0.004073,0.9630176064244186,32.771633979444964,34.498737959249866,65.12117064197218,198.91320364885377,604.6016933516861,0.5835403529667548,0.04836369456773903,0.06584941506073849,0.5719729141997663,264.0390242214102
18,101,-0.001717,-0.001036,-0.002753,0.8196975566936107,13.16452099545258,-17.436072614068507,-39.708177577948845,83.87980760555759,260.6953565604942,0.760262102877457,0.03671849296434126,0.06802614171285559,0.22976423581856897,219.63129546716848
19,101,-0.001431,-6.32e-4,-0.00206299999999999,0.9795018096459192,33.19043816783033,-20.127786334094253,-44.55976458247824,176.72671275527983,547.640281446601,0.9570230216211724,0.01696201285876419,0.01703259460401995,0.5792824262082336,181.9714926596006
20,101,-0.001011,-0.001295,-0.002306,0.862361872739102,21.735625966172904,-18.116502367091925,-26.77952627672039,119.72209497209872,291.6564611666135,0.8680796815260298,0.01653449268043461,0.02539813649047106,0.3793582380916908,162.79629214408877
21,101,9.44e-4,-7.09e-4,2.3499999999999997e-4,0.9259024405412828,28.193147336166177,0.3541492115255096,12.047200428611175,134.3578350801291,431.575830981026,0.8742972808795845,0.00631270620778778,0.02061454050389022,0.4920632475159683,211.74532967529683
22,101,1.93e-4,3.76e-4,5.69e-4,0.8949619405503975,30.31656908189014,5.0912515427748986,17.674468305229766,147.437005310051,478.727602048142,0.8189846362371425,0.00635744987209874,0.01626025855985047,0.5291239483872974,226.9225363229592
23,101,7.25e-4,0.001319,0.002044,0.9367417371953842,35.80043576204379,16.99023085152885,27.682268620455034,198.69859390047355,537.5987533752876,0.9640850458110326,0.0105760391799462,0.01948835854193287,0.6248354776963894,171.12740946135187
24,101,0.001232,-1.85e-4,0.001047,0.9473913838888848,29.05953459548687,4.596001269130284,15.379704996943929,138.84314971552683,425.5682285483894,0.8961243596133153,0.00855100665083419,0.02510329571725988,0.5071845577884444,206.06002094828227
25,101,9.8e-5,-7.53e-4,-6.55e-4,0.9180249920313428,26.61728081148952,-4.513565474160259,-19.128983149629676,127.17730443528394,391.1309434786213,0.5951743460007889,0.00786402357229199,0.02575866181355979,0.4645591880884002,266.5740150210314
26,101,-0.001208,-6.41e-4,-0.001849,0.8501042269503774,26.18436714732347,-13.89252079746575,-32.19275616073992,131.5708226021051,390.185819693952,0.8890365271838638,0.01517133094741773,0.02047988950638701,0.45700341927182975,157.4635581064272
