logger_ID,res,PLC,PRC,TLC,HLI,SLP,TP3,TP5,TR3,TR5,HSD,VR3,VR5,SLR,ASP
1,7,-0.007401,0.003816,-0.00358499999999999,0.9659015990971702,27.666852965567035,-0.0065059878120337,-0.1823393654335632,8.993089698933625,25.331790536406046,0.5853383572051064,0.00180399499144612,0.00331194505650922,0.4828776779143021,267.41450383213606
2,7,0.010117,0.008343,0.01845999999999999,0.9622168532367776,32.1929721332669,0.9697127223294046,2.252378627232247,11.259528876817518,31.131371658479885,0.9506925052819716,0.01087681359151537,0.01781160499798417,0.5618733597282901,184.7460505664958
3,7,0.00482,8.72e-4,0.005692,0.960111610675999,27.141471112471802,0.09438387985346708,0.01452028858375342,8.831496030463759,25.75983890569316,0.7489928731987676,3.790009447963705e-4,0.0015524841903679,0.473708034747561,239.57185013175456
4,7,-0.003101,0.001328,-0.001773,0.7000965157829585,31.412636152381204,-0.07561273207147678,-0.07472317442579879,10.445919612966469,30.272837817286415,0.8178649880442346,3.1389437497209016e-4,8.604106239823439e-4,0.5482539275900552,132.41253997212976
5,7,-0.003398,4.31e-4,-0.002967,0.9683149927715412,33.10382222627855,-0.03670579559957332,0.02113580197783449,11.171317693562573,33.92726771459341,0.8690796426352821,1.9676135194424127e-4,3.1693012885836147e-4,0.5777706928434401,217.79064553614555
7,7,-0.007659,0.002143,-0.005516,0.969722407638664,32.66976265166309,-0.1316200308247062,0.00277941645481405,10.902078949143725,31.650313664770767,0.9530679582559184,0.00151167980793864,0.00375526840357498,0.5701949241165942,175.06038003534903
8,7,0.002067,-8.78e-4,0.001189,0.9640817928600464,25.47974811664509,0.05865686118204394,0.26063855229585897,8.157311083699462,23.334191476120953,0.6747015184317651,6.570289328473589e-4,0.00212344039637979,0.44470549721428104,253.3481815034552
9,7,-0.003642,3.6e-4,-0.00328199999999999,0.9759076280302356,34.47722519719403,-0.0920426764455442,0.01846420599576959,11.776366980158368,34.52200122416044,0.8754006974724198,5.086929809883234e-5,3.7946511496711466e-4,0.6017410966425871,217.17604361819
10,7,0.012923,-0.008934,0.003989,0.9614229557073872,30.93055841480192,0.04607448448132345,-0.2556014827805484,10.38575208447224,30.86946732945744,0.7749922041226006,0.00386744849105136,0.00762036411311628,0.5398400838187315,235.3949300762829
12,7,0.00696,0.010426,0.017386,0.6254032823488415,26.156276881202107,0.4747112386626213,0.522497010522784,8.713615129202639,26.500184906295832,0.7355128213535931,0.00454246387074741,0.01087922083324854,0.45651315164025047,118.0028280607372
13,7,0.011438,4.3e-5,0.011481,0.99832018831602,34.95810987197975,0.27249193948455286,0.08149752869894655,11.95810638905761,33.27666865189751,0.9473581707467869,0.00161089117749091,0.00415280055426126,0.61013411753998,196.63872922185
14,7,-0.001089,0.003459,0.00236999999999999,0.8097812542598704,35.00168098878072,0.06595672123012264,-0.04331612723217404,11.985684942529954,33.75040060582557,0.8999995246049484,8.278660011276084e-4,0.00257582745590012,0.610894576986928,148.2058833663929
17,7,-0.001474,3.53e-4,-0.001121,0.9670439850469168,38.03018634594451,-0.01164124503975472,0.11065987723213766,13.338081860209796,35.605350804889376,0.8140914701262363,5.067408481680413e-4,0.00107453830123849,0.663751966883723,229.2961808156284
18,7,7.94e-4,-0.005788,-0.004994,0.983332940641296,30.308661829196243,-0.2536001054058943,-0.7213263313137759,10.099495933637614,27.249894444267287,0.935740134884717,0.00347894468001619,0.00792390816527244,0.5289859407930017,189.92132655341695
19,7,-0.003247,-5.1e-4,-0.003757,0.9875494939007148,30.179822451792717,-0.16254450999122128,-0.4848325892858156,9.972537329923233,28.80847641272937,0.9320221065649344,0.00133417739791363,0.00307390304564803,0.5267372694510906,192.22961727682844
20,7,0.007227,-0.003926,0.003301,0.9875677451254272,35.32816475242266,-0.13562482284578437,0.29874043367226477,11.987449298229738,34.23487188182308,0.9660853900736726,0.00266123657341232,0.00758386817662493,0.6165927936167828,184.4024222052394
21,7,0.00749,-0.002509,0.004981,0.9441301599153822,28.124177214347828,0.13073924231139245,0.2813131776147202,9.23143361984342,26.99229931919601,0.8520205868030032,0.00100502855743733,0.00174738309207311,0.4908594918047366,217.8511534823192
22,7,-0.01645,-7.05e-4,-0.017155,0.9895995489259606,30.949547898996673,-0.5382857895765483,-0.7343684231509542,10.28642128753346,28.866731529495706,0.7378743006325803,0.00309568312772379,0.0026205707831659,0.5401715128411854,241.72759246821025
23,7,0.006012,0.014322,0.02033399999999999,0.9247821408537992,32.48025304521045,1.0574084777140342,2.2226028380105163,11.827482121840506,33.12273043663754,0.9500988875512706,0.01911616208088895,0.02975720719999619,0.5668873575198371,172.50531782725193
24,7,0.007791,0.00161,0.009401,0.9262563821170025,30.187717898600603,0.33675074847678843,0.6419818239787674,10.084494668178344,30.624219147272157,0.825365132279737,0.00102801605820013,0.0016932388948132,0.5268750709938043,225.5490156921061
25,7,0.005896,-0.001919,0.003977,0.8396913293060827,19.653275101689992,0.10779113077524016,0.2281004862879854,6.146875860217419,17.782472036757017,0.5175526392708417,9.154981777660388e-4,0.00215477625063487,0.34301435932471375,289.9221133619419
26,7,-0.005709,-0.001679,-0.007388,0.9084289564949496,28.557611569099237,-0.44107630031157896,-1.1348515226400195,9.586158358121365,27.656267325283206,0.9188948463815674,0.00608673618767474,0.00969224293421144,0.4984243483864058,165.35920096804628
27,7,0.001093,-0.002301,-0.001208,0.9998628289462894,37.50912599953976,-0.15663475676683447,-0.4205937101401105,13.141234398925668,36.50633704123954,0.9763276052343453,4.7709711774701624e-4,0.00131892161467572,0.6546577482373779,180.2007743757368
