index,formulas,species,rsq,rsq_full
900,"poly(TLC_1, 2) + poly(MDI_3, 2) + poly(TWI_3, 2) + poly(SLP_19, 2) + poly(SLP_15, 2)",Achillea erba-rotta subsp. moschata,0.11664287038015209,0.16194265702771837
901,"poly(SLP_7, 2) + poly(TLC_19, 2) + poly(TLC_7, 2) + poly(TP5_15, 2) + poly(HLI_19, 2)",Achillea erba-rotta subsp. moschata,0.08497997484948594,0.11233716635309143
902,"poly(TWI_7, 2) + poly(TR5_3, 2) + poly(TR5_15, 2) + poly(TLC_19, 2) + poly(TWI_19, 2)",Achillea erba-rotta subsp. moschata,0.11226478905265569,0.1323292620332981
903,"poly(PLC_7, 2) + poly(TP5_7, 2) + poly(TR5_3, 2) + poly(SLP_19, 2) + poly(TWI_19, 2)",Achillea erba-rotta subsp. moschata,0.11216344501493158,0.133644857170097
904,"poly(TR5_3, 2) + poly(VR3_1, 2) + poly(HLI_19, 2) + poly(MDI_7, 2) + poly(TWI_3, 2)",Achillea erba-rotta subsp. moschata,0.09969197431758081,0.16195870396298484
905,"poly(PLC_15, 2) + poly(PLC_7, 2) + poly(TP5_15, 2) + poly(TR5_7, 2) + poly(TR5_19, 2)",Achillea erba-rotta subsp. moschata,0.11342015180294684,0.13252687807968022
906,"poly(SLP_15, 2) + poly(HLI_7, 2) + poly(TLC_15, 2) + poly(TR5_1, 2) + poly(TP5_15, 2)",Achillea erba-rotta subsp. moschata,0.09900801598864406,0.12325771724862922
907,"poly(TWI_1, 2) + poly(TR5_1, 2) + poly(MDI_1, 2) + poly(MDI_15, 2) + poly(HLI_3, 2)",Achillea erba-rotta subsp. moschata,0.10576591311010608,0.1781826906640953
908,"poly(MDI_19, 2) + poly(MDI_3, 2) + poly(TLC_1, 2) + poly(PLC_19, 2) + poly(PLC_1, 2)",Achillea erba-rotta subsp. moschata,0.1028613078889673,0.1776788107127164
909,"poly(TP5_19, 2) + poly(PLC_3, 2) + poly(TWI_15, 2) + poly(SLP_19, 2) + poly(MDI_19, 2)",Achillea erba-rotta subsp. moschata,0.15242385418765436,0.20060117698495428
910,"poly(TP5_3, 2) + poly(MDI_1, 2) + poly(TP5_1, 2) + poly(TP5_15, 2) + poly(MDI_19, 2)",Achillea erba-rotta subsp. moschata,0.10625682736670417,0.17781274278042924
911,"poly(HLI_7, 2) + poly(PLC_15, 2) + poly(PLC_7, 2) + poly(SLP_15, 2) + poly(TLC_1, 2)",Achillea erba-rotta subsp. moschata,0.10800525084995072,0.13103127350683796
912,"poly(HLI_3, 2) + poly(PLC_1, 2) + poly(VR3_1, 2) + poly(HLI_7, 2) + poly(TWI_3, 2)",Achillea erba-rotta subsp. moschata,0.025186337317694596,0.057709997529116985
913,"poly(VR3_1, 2) + poly(PLC_15, 2) + poly(HLI_3, 2) + poly(SLP_19, 2) + poly(TWI_3, 2)",Achillea erba-rotta subsp. moschata,0.10151429607018392,0.12391224487016927
914,"poly(HLI_19, 2) + poly(TP5_7, 2) + poly(TLC_15, 2) + poly(VR3_3, 2) + poly(TLC_7, 2)",Achillea erba-rotta subsp. moschata,0.06765727725605564,0.09556407999839034
