index,formulas,species,rsq,rsq_full
400,"poly(TWI_101, 2) + poly(MDI_101, 2) + poly(TR5_71, 2) + poly(TWI_1, 2) + poly(TR5_51, 2)",Achillea erba-rotta subsp. moschata,0.19120972170672867,0.22591781827744373
401,"poly(TLC_7, 2) + poly(TP5_19, 2) + poly(PLC_15, 2) + poly(TLC_51, 2) + poly(SLP_51, 2)",Achillea erba-rotta subsp. moschata,0.10876127978991024,0.1270763354710608
402,"poly(VR3_1, 2) + poly(TLC_15, 2) + poly(HLI_19, 2) + poly(PLC_51, 2) + poly(HLI_31, 2)",Achillea erba-rotta subsp. moschata,0.08539767885831073,0.10920773491667357
403,"poly(MDI_71, 2) + poly(VR3_201, 2) + poly(PLC_51, 2) + poly(VR3_15, 2) + poly(TP5_151, 2)",Achillea erba-rotta subsp. moschata,0.1996138073734781,0.23635670707235634
404,"poly(TP5_101, 2) + poly(TLC_19, 2) + poly(MDI_151, 2) + poly(TLC_25, 2) + poly(PLC_301, 2)",Achillea erba-rotta subsp. moschata,0.20516371511601483,0.21399934575050994
405,"poly(TLC_19, 2) + poly(TR5_25, 2) + poly(SLP_101, 2) + poly(PLC_15, 2) + poly(TLC_301, 2)",Achillea erba-rotta subsp. moschata,0.17061810402070876,0.17766228020368335
406,"poly(PLC_3, 2) + poly(TP5_25, 2) + poly(HLI_71, 2) + poly(TP5_51, 2) + poly(HLI_201, 2)",Achillea erba-rotta subsp. moschata,0.09648924970442863,0.11633385613043423
407,"poly(TP5_3, 2) + poly(TR5_25, 2) + poly(TLC_71, 2) + poly(PLC_31, 2) + poly(MDI_301, 2)",Achillea erba-rotta subsp. moschata,0.10963588238961841,0.13529912713313375
408,"poly(TR5_201, 2) + poly(SLP_15, 2) + poly(TLC_19, 2) + poly(MDI_201, 2) + poly(TR5_101, 2)",Achillea erba-rotta subsp. moschata,0.1749338928454618,0.19083569266496336
409,"poly(PLC_301, 2) + poly(HLI_301, 2) + poly(VR3_101, 2) + poly(TWI_7, 2) + poly(VR3_1, 2)",Achillea erba-rotta subsp. moschata,0.1664593609616648,0.17040939092101992
410,"poly(MDI_71, 2) + poly(PLC_101, 2) + poly(SLP_1, 2) + poly(TWI_15, 2) + poly(TLC_31, 2)",Achillea erba-rotta subsp. moschata,0.17505448925381695,0.2197462277700737
411,"poly(TWI_151, 2) + poly(HLI_201, 2) + poly(HLI_51, 2) + poly(TR5_1, 2) + poly(TLC_3, 2)",Achillea erba-rotta subsp. moschata,0.16137306557338982,0.1796084621487578
412,"poly(TWI_3, 2) + poly(TP5_15, 2) + poly(TLC_19, 2) + poly(TWI_25, 2) + poly(TP5_301, 2)",Achillea erba-rotta subsp. moschata,0.16213594604939174,0.16623383848437479
413,"poly(TP5_31, 2) + poly(HLI_15, 2) + poly(PLC_71, 2) + poly(PLC_25, 2) + poly(VR3_71, 2)",Achillea erba-rotta subsp. moschata,0.05648833041383772,0.0793336306174296
414,"poly(SLP_201, 2) + poly(TLC_1, 2) + poly(TP5_7, 2) + poly(SLP_151, 2) + poly(VR3_71, 2)",Achillea erba-rotta subsp. moschata,0.13557760488177062,0.15468198446579684
415,"poly(HLI_3, 2) + poly(TWI_7, 2) + poly(TP5_19, 2) + poly(VR3_51, 2) + poly(HLI_151, 2)",Achillea erba-rotta subsp. moschata,0.09940933778133643,0.120898571517707
416,"poly(TR5_31, 2) + poly(SLP_201, 2) + poly(MDI_7, 2) + poly(SLP_51, 2) + poly(PLC_71, 2)",Achillea erba-rotta subsp. moschata,0.17861730330733994,0.20416956965296162
417,"poly(VR3_15, 2) + poly(PLC_151, 2) + poly(TWI_101, 2) + poly(TR5_101, 2) + poly(TR5_7, 2)",Achillea erba-rotta subsp. moschata,0.16994424132185781,0.17934618502579303
418,"poly(TLC_101, 2) + poly(PLC_301, 2) + poly(VR3_201, 2) + poly(PLC_15, 2) + poly(MDI_31, 2)",Achillea erba-rotta subsp. moschata,0.24064249920410385,0.25386094007756055
419,"poly(HLI_71, 2) + poly(VR3_201, 2) + poly(TLC_25, 2) + poly(HLI_201, 2) + poly(SLP_201, 2)",Achillea erba-rotta subsp. moschata,0.17338993777311684,0.17753823012120762
420,"poly(HLI_19, 2) + poly(TWI_101, 2) + poly(SLP_7, 2) + poly(TP5_301, 2) + poly(TP5_51, 2)",Achillea erba-rotta subsp. moschata,0.19113766007792543,0.2014834147918475
421,"poly(PLC_25, 2) + poly(PLC_31, 2) + poly(SLP_1, 2) + poly(MDI_19, 2) + poly(TWI_7, 2)",Achillea erba-rotta subsp. moschata,0.12777662073470353,0.18775106182490653
422,"poly(SLP_201, 2) + poly(SLP_19, 2) + poly(SLP_7, 2) + poly(TWI_101, 2) + poly(VR3_3, 2)",Achillea erba-rotta subsp. moschata,0.1459278438109064,0.1614085906518261
423,"poly(TWI_151, 2) + poly(VR3_15, 2) + poly(PLC_31, 2) + poly(TR5_25, 2) + poly(TWI_3, 2)",Achillea erba-rotta subsp. moschata,0.1323506162999366,0.14642200691336849
