index,formulas,species,rsq,rsq_full
700,"poly(PLC_1, 2) + poly(TP5_1, 2) + poly(SLP_7, 2) + poly(VR3_3, 2) + poly(TWI_15, 2)",Achillea erba-rotta subsp. moschata,0.08947319321051528,0.11389711012517234
701,"poly(TP5_7, 2) + poly(SLP_15, 2) + poly(SLP_1, 2) + poly(TR5_3, 2) + poly(TP5_19, 2)",Achillea erba-rotta subsp. moschata,0.08902310636902211,0.11170029263358505
702,"poly(TR5_3, 2) + poly(HLI_7, 2) + poly(HLI_19, 2) + poly(SLP_19, 2) + poly(TP5_7, 2)",Achillea erba-rotta subsp. moschata,0.0914491961631202,0.11907764588519498
703,"poly(SLP_7, 2) + poly(TLC_3, 2) + poly(TWI_1, 2) + poly(MDI_19, 2) + poly(MDI_7, 2)",Achillea erba-rotta subsp. moschata,0.10712001743367294,0.1816973904065713
704,"poly(TWI_1, 2) + poly(TLC_19, 2) + poly(VR3_15, 2) + poly(MDI_3, 2) + poly(TLC_15, 2)",Achillea erba-rotta subsp. moschata,0.11124379556229069,0.166460036977491
705,"poly(TR5_1, 2) + poly(TLC_19, 2) + poly(VR3_19, 2) + poly(SLP_7, 2) + poly(TP5_7, 2)",Achillea erba-rotta subsp. moschata,0.08080322166428333,0.1037160828569389
706,"poly(VR3_7, 2) + poly(TWI_1, 2) + poly(VR3_15, 2) + poly(MDI_19, 2) + poly(SLP_1, 2)",Achillea erba-rotta subsp. moschata,0.13226614540904913,0.200111851743334
707,"poly(TLC_7, 2) + poly(TWI_1, 2) + poly(TWI_3, 2) + poly(TP5_7, 2) + poly(TP5_19, 2)",Achillea erba-rotta subsp. moschata,0.06482399018147667,0.09720502373872175
708,"poly(VR3_15, 2) + poly(TP5_19, 2) + poly(HLI_19, 2) + poly(TLC_15, 2) + poly(PLC_7, 2)",Achillea erba-rotta subsp. moschata,0.07095088166073438,0.09853981318323446
709,"poly(VR3_15, 2) + poly(TR5_19, 2) + poly(MDI_15, 2) + poly(PLC_1, 2) + poly(MDI_1, 2)",Achillea erba-rotta subsp. moschata,0.13045173363909257,0.17620797100367613
710,"poly(TLC_15, 2) + poly(PLC_19, 2) + poly(MDI_7, 2) + poly(TR5_1, 2) + poly(SLP_15, 2)",Achillea erba-rotta subsp. moschata,0.13723812378012756,0.18163660752339017
711,"poly(TWI_7, 2) + poly(HLI_1, 2) + poly(TLC_3, 2) + poly(VR3_19, 2) + poly(TP5_15, 2)",Achillea erba-rotta subsp. moschata,0.07185660678431527,0.10331374686622363
712,"poly(VR3_7, 2) + poly(SLP_7, 2) + poly(SLP_1, 2) + poly(TWI_3, 2) + poly(TWI_7, 2)",Achillea erba-rotta subsp. moschata,0.10064612876181822,0.1227185355065955
713,"poly(VR3_1, 2) + poly(TWI_19, 2) + poly(VR3_19, 2) + poly(SLP_3, 2) + poly(HLI_7, 2)",Achillea erba-rotta subsp. moschata,0.0811856041365614,0.10648188930902946
714,"poly(VR3_7, 2) + poly(TR5_7, 2) + poly(PLC_15, 2) + poly(MDI_3, 2) + poly(TP5_19, 2)",Achillea erba-rotta subsp. moschata,0.10590026423637866,0.1464505141260405
715,"poly(PLC_3, 2) + poly(TWI_7, 2) + poly(TP5_7, 2) + poly(SLP_15, 2) + poly(SLP_1, 2)",Achillea erba-rotta subsp. moschata,0.09770231336321344,0.11991464295750454
716,"poly(TR5_1, 2) + poly(VR3_3, 2) + poly(TLC_7, 2) + poly(TWI_7, 2) + poly(MDI_1, 2)",Achillea erba-rotta subsp. moschata,0.09350331385498889,0.1444472574539003
717,"poly(HLI_7, 2) + poly(VR3_15, 2) + poly(TR5_1, 2) + poly(PLC_19, 2) + poly(SLP_7, 2)",Achillea erba-rotta subsp. moschata,0.08439620315877494,0.10788411745651394
718,"poly(TWI_19, 2) + poly(SLP_3, 2) + poly(SLP_7, 2) + poly(TLC_15, 2) + poly(TWI_7, 2)",Achillea erba-rotta subsp. moschata,0.10614722652284725,0.12708156429168993
719,"poly(TWI_1, 2) + poly(TLC_1, 2) + poly(MDI_3, 2) + poly(TP5_15, 2) + poly(SLP_1, 2)",Achillea erba-rotta subsp. moschata,0.11646114942902952,0.16442475918229837
720,"poly(VR3_3, 2) + poly(TR5_3, 2) + poly(TP5_3, 2) + poly(TLC_3, 2) + poly(TP5_15, 2)",Achillea erba-rotta subsp. moschata,0.072781213521938,0.10006387528724481
721,"poly(TLC_19, 2) + poly(MDI_3, 2) + poly(SLP_19, 2) + poly(HLI_1, 2) + poly(TR5_1, 2)",Achillea erba-rotta subsp. moschata,0.13320214787015383,0.17741802722909938
722,"poly(PLC_15, 2) + poly(TR5_1, 2) + poly(VR3_1, 2) + poly(MDI_15, 2) + poly(TLC_15, 2)",Achillea erba-rotta subsp. moschata,0.11290196562510146,0.17375813997921075
723,"poly(PLC_15, 2) + poly(VR3_19, 2) + poly(SLP_1, 2) + poly(SLP_19, 2) + poly(MDI_7, 2)",Achillea erba-rotta subsp. moschata,0.1403806570149969,0.18370383351550224
724,"poly(VR3_15, 2) + poly(TP5_1, 2) + poly(VR3_3, 2) + poly(TWI_7, 2) + poly(TR5_3, 2)",Achillea erba-rotta subsp. moschata,0.07170130302157773,0.09960652242088985
725,"poly(TR5_19, 2) + poly(VR3_1, 2) + poly(HLI_3, 2) + poly(VR3_15, 2) + poly(TP5_19, 2)",Achillea erba-rotta subsp. moschata,0.10150512849249582,0.12491942625271824
726,"poly(TLC_3, 2) + poly(TP5_19, 2) + poly(SLP_7, 2) + poly(TWI_3, 2) + poly(PLC_19, 2)",Achillea erba-rotta subsp. moschata,0.08381470010510261,0.1045580259250034
727,"poly(SLP_7, 2) + poly(TR5_15, 2) + poly(MDI_7, 2) + poly(PLC_15, 2) + poly(MDI_1, 2)",Achillea erba-rotta subsp. moschata,0.14737879471399262,0.19582773658507957
728,"poly(TLC_19, 2) + poly(TP5_19, 2) + poly(PLC_7, 2) + poly(TP5_7, 2) + poly(HLI_3, 2)",Achillea erba-rotta subsp. moschata,0.059494025866129174,0.08959069297093736
729,"poly(HLI_3, 2) + poly(TLC_19, 2) + poly(PLC_3, 2) + poly(HLI_15, 2) + poly(TWI_1, 2)",Achillea erba-rotta subsp. moschata,0.06869883505209995,0.09404195737379328
730,"poly(TP5_19, 2) + poly(HLI_1, 2) + poly(TWI_7, 2) + poly(TP5_1, 2) + poly(TWI_19, 2)",Achillea erba-rotta subsp. moschata,0.08741186721295213,0.11545885054189209
731,"poly(TLC_15, 2) + poly(VR3_15, 2) + poly(PLC_1, 2) + poly(PLC_19, 2) + poly(TP5_7, 2)",Achillea erba-rotta subsp. moschata,0.03733714373840957,0.07185758997231317
732,"poly(MDI_15, 2) + poly(TLC_7, 2) + poly(TP5_1, 2) + poly(TP5_19, 2) + poly(TR5_7, 2)",Achillea erba-rotta subsp. moschata,0.12169400328431068,0.17377547362144918
733,"poly(TR5_3, 2) + poly(VR3_19, 2) + poly(HLI_7, 2) + poly(HLI_3, 2) + poly(TLC_19, 2)",Achillea erba-rotta subsp. moschata,0.07242432466255821,0.10076979814581155
734,"poly(TP5_19, 2) + poly(PLC_7, 2) + poly(PLC_19, 2) + poly(TR5_1, 2) + poly(HLI_7, 2)",Achillea erba-rotta subsp. moschata,0.08031023569014528,0.10497982891364033
735,"poly(HLI_1, 2) + poly(TP5_19, 2) + poly(TWI_7, 2) + poly(TP5_7, 2) + poly(TP5_3, 2)",Achillea erba-rotta subsp. moschata,0.07208954833354086,0.10269600095680964
736,"poly(TLC_3, 2) + poly(TP5_7, 2) + poly(MDI_19, 2) + poly(TR5_7, 2) + poly(TWI_7, 2)",Achillea erba-rotta subsp. moschata,0.12924445175663013,0.18769781309601896
737,"poly(TWI_7, 2) + poly(MDI_7, 2) + poly(VR3_3, 2) + poly(SLP_3, 2) + poly(VR3_19, 2)",Achillea erba-rotta subsp. moschata,0.11099206423224439,0.16952736404347934
738,"poly(VR3_1, 2) + poly(MDI_7, 2) + poly(PLC_3, 2) + poly(HLI_19, 2) + poly(SLP_3, 2)",Achillea erba-rotta subsp. moschata,0.0968772235548423,0.16907242945991818
739,"poly(TLC_19, 2) + poly(TR5_15, 2) + poly(MDI_1, 2) + poly(TLC_15, 2) + poly(PLC_7, 2)",Achillea erba-rotta subsp. moschata,0.12801231059383067,0.16034585311884741
740,"poly(HLI_19, 2) + poly(TLC_3, 2) + poly(TP5_15, 2) + poly(TLC_7, 2) + poly(MDI_3, 2)",Achillea erba-rotta subsp. moschata,0.09703081802492419,0.1437755697853429
741,"poly(MDI_3, 2) + poly(MDI_15, 2) + poly(TR5_1, 2) + poly(SLP_3, 2) + poly(TLC_7, 2)",Achillea erba-rotta subsp. moschata,0.10962524310550525,0.176097106185645
742,"poly(TLC_15, 2) + poly(HLI_15, 2) + poly(HLI_3, 2) + poly(TR5_19, 2) + poly(TWI_15, 2)",Achillea erba-rotta subsp. moschata,0.12329317700180209,0.14603902273370695
743,"poly(TWI_3, 2) + poly(TP5_19, 2) + poly(TR5_3, 2) + poly(TP5_3, 2) + poly(MDI_7, 2)",Achillea erba-rotta subsp. moschata,0.11187744852426085,0.1643240805894437
744,"poly(TR5_3, 2) + poly(TR5_7, 2) + poly(MDI_15, 2) + poly(PLC_3, 2) + poly(SLP_3, 2)",Achillea erba-rotta subsp. moschata,0.12859861238076098,0.18322556275920387
745,"poly(TR5_19, 2) + poly(TWI_15, 2) + poly(TWI_19, 2) + poly(HLI_7, 2) + poly(TWI_3, 2)",Achillea erba-rotta subsp. moschata,0.12251383013073336,0.1433992522542057
746,"poly(TR5_15, 2) + poly(VR3_3, 2) + poly(HLI_1, 2) + poly(TLC_7, 2) + poly(TP5_1, 2)",Achillea erba-rotta subsp. moschata,0.09732541878184453,0.12391530877712875
747,"poly(SLP_7, 2) + poly(PLC_19, 2) + poly(SLP_1, 2) + poly(TLC_15, 2) + poly(TP5_3, 2)",Achillea erba-rotta subsp. moschata,0.08734337422587823,0.10940832289330849
748,"poly(HLI_1, 2) + poly(TWI_15, 2) + poly(TLC_3, 2) + poly(TLC_15, 2) + poly(HLI_19, 2)",Achillea erba-rotta subsp. moschata,0.09570866065503547,0.1202743775758548
749,"poly(TLC_15, 2) + poly(TWI_15, 2) + poly(PLC_1, 2) + poly(VR3_15, 2) + poly(PLC_3, 2)",Achillea erba-rotta subsp. moschata,0.07960116481921253,0.10857817182708507
750,"poly(TWI_3, 2) + poly(TLC_15, 2) + poly(VR3_7, 2) + poly(SLP_1, 2) + poly(VR3_1, 2)",Achillea erba-rotta subsp. moschata,0.06039078181976565,0.08995612191358404
751,"poly(TR5_3, 2) + poly(VR3_1, 2) + poly(MDI_19, 2) + poly(TP5_3, 2) + poly(SLP_7, 2)",Achillea erba-rotta subsp. moschata,0.10661858626430565,0.17454338301185568
752,"poly(HLI_7, 2) + poly(TLC_15, 2) + poly(SLP_1, 2) + poly(TR5_19, 2) + poly(PLC_1, 2)",Achillea erba-rotta subsp. moschata,0.1089456575471982,0.1319870774166929
753,"poly(MDI_3, 2) + poly(VR3_1, 2) + poly(TP5_1, 2) + poly(PLC_3, 2) + poly(SLP_3, 2)",Achillea erba-rotta subsp. moschata,0.07855706008450869,0.13193621877944728
