formulas,species,rsq,rsq_full
"poly(SLP_3, 2) + poly(TWI_1, 2) + poly(PLC_1, 2) + poly(TWI_19, 2) + poly(SLP_15, 2)",sp_richness,0.1567896209402443,0.41378795292098436
"poly(SLP_15, 2) + poly(TP5_15, 2) + poly(TLC_3, 2) + poly(HLI_3, 2) + poly(VR3_3, 2)",sp_richness,0.15142065452617737,0.4305136179082365
"poly(HLI_7, 2) + poly(TLC_19, 2) + poly(TWI_15, 2) + poly(VR3_7, 2) + poly(TLC_1, 2)",sp_richness,0.16303226308157126,0.4077688428220839
"poly(SLP_1, 2) + poly(HLI_3, 2) + poly(TWI_3, 2) + poly(TP5_1, 2) + poly(TR5_3, 2)",sp_richness,0.1627695228125856,0.43078401440503744
"poly(PLC_3, 2) + poly(MDI_3, 2) + poly(TLC_7, 2) + poly(VR3_3, 2) + poly(VR3_1, 2)",sp_richness,0.07414611593052367,0.3388156361909239
"poly(TP5_7, 2) + poly(TLC_3, 2) + poly(VR3_7, 2) + poly(HLI_19, 2) + poly(VR3_3, 2)",sp_richness,0.14222722301611646,0.39890426662677625
"poly(HLI_7, 2) + poly(VR3_3, 2) + poly(SLP_3, 2) + poly(HLI_19, 2) + poly(TLC_1, 2)",sp_richness,0.10443865677835007,0.4310617464207015
"poly(HLI_15, 2) + poly(TP5_3, 2) + poly(HLI_19, 2) + poly(HLI_1, 2) + poly(TLC_1, 2)",sp_richness,0.11951755891928129,0.4053721557709875
"poly(TP5_19, 2) + poly(TR5_19, 2) + poly(TLC_15, 2) + poly(TR5_1, 2) + poly(HLI_3, 2)",sp_richness,0.16129257732762037,0.43194887892326606
"poly(VR3_19, 2) + poly(TWI_15, 2) + poly(HLI_15, 2) + poly(TP5_1, 2) + poly(TP5_15, 2)",sp_richness,0.17292252283478415,0.4062411851091078
"poly(VR3_7, 2) + poly(SLP_19, 2) + poly(TR5_7, 2) + poly(PLC_15, 2) + poly(MDI_3, 2)",sp_richness,0.11297847955356433,0.4114745381578131
"poly(VR3_15, 2) + poly(HLI_19, 2) + poly(VR3_19, 2) + poly(SLP_15, 2) + poly(MDI_3, 2)",sp_richness,0.1894705602193284,0.4200808592329237
"poly(TR5_3, 2) + poly(SLP_3, 2) + poly(TP5_3, 2) + poly(HLI_3, 2) + poly(TWI_19, 2)",sp_richness,0.1675845831280819,0.42316611778647195
"poly(HLI_7, 2) + poly(MDI_1, 2) + poly(TLC_15, 2) + poly(TP5_19, 2) + poly(PLC_19, 2)",sp_richness,0.20314973148365256,0.4019734051532531
"poly(TP5_7, 2) + poly(PLC_19, 2) + poly(HLI_1, 2) + poly(TWI_15, 2) + poly(MDI_7, 2)",sp_richness,0.22189379008515753,0.3979723093607834
"poly(VR3_19, 2) + poly(PLC_7, 2) + poly(HLI_7, 2) + poly(HLI_19, 2) + poly(TP5_1, 2)",sp_richness,0.1340727052743368,0.40912410451527303
"poly(MDI_3, 2) + poly(TLC_15, 2) + poly(SLP_3, 2) + poly(VR3_19, 2) + poly(SLP_15, 2)",sp_richness,0.12000394658457092,0.4246773053801681
"poly(TR5_15, 2) + poly(VR3_19, 2) + poly(TP5_19, 2) + poly(PLC_1, 2) + poly(SLP_19, 2)",sp_richness,0.1342110914904292,0.40879970057932036
