species,deviance,null_mod,index,resolution,dev_explained,kind
Juniperus communis subsp. nana,0.2990827498814925,0.24595893078660724,ASP,101,0.05312381909488528,species
Juniperus communis subsp. nana,0.29541956125574675,0.24595893078660724,ASP,151,0.04946063046913951,species
Juniperus communis subsp. nana,0.30181321296579944,0.24595893078660724,ASP,201,0.055854282179192194,species
Juniperus communis subsp. nana,0.31296334795563563,0.24595893078660724,ASP,301,0.06700441716902839,species
Juniperus communis subsp. nana,0.27058916962158774,0.24595893078660724,HLI,1,0.0246302388349805,species
Juniperus communis subsp. nana,0.26481801995399545,0.24595893078660724,HLI,3,0.01885908916738821,species
Juniperus communis subsp. nana,0.29440316174063064,0.24595893078660724,HLI,7,0.04844423095402339,species
Juniperus communis subsp. nana,0.29657516485444735,0.24595893078660724,HLI,15,0.050616234067840105,species
Juniperus communis subsp. nana,0.2907062889536991,0.24595893078660724,HLI,19,0.044747358167091855,species
Juniperus communis subsp. nana,0.2827503280491447,0.24595893078660724,HLI,25,0.03679139726253744,species
Juniperus communis subsp. nana,0.2807431835912355,0.24595893078660724,HLI,31,0.03478425280462827,species
Juniperus communis subsp. nana,0.2782854347720698,0.24595893078660724,HLI,51,0.03232650398546255,species
Juniperus communis subsp. nana,0.2734916178969734,0.24595893078660724,HLI,71,0.02753268711036616,species
Juniperus communis subsp. nana,0.27653951315137226,0.24595893078660724,HLI,101,0.03058058236476502,species
Juniperus communis subsp. nana,0.28932636114871935,0.24595893078660724,HLI,151,0.0433674303621121,species
Juniperus communis subsp. nana,0.2956565607603536,0.24595893078660724,HLI,201,0.04969762997374638,species
Juniperus communis subsp. nana,0.296161797587838,0.24595893078660724,HLI,301,0.05020286680123076,species
Juniperus communis subsp. nana,0.27663939012991445,0.24595893078660724,HSD,1,0.03068045934330721,species
Juniperus communis subsp. nana,0.27760630727942404,0.24595893078660724,HSD,3,0.03164737649281679,species
Juniperus communis subsp. nana,0.2940290874996072,0.24595893078660724,HSD,7,0.04807015671299997,species
Juniperus communis subsp. nana,0.30294434513993607,0.24595893078660724,HSD,15,0.05698541435332882,species
Juniperus communis subsp. nana,0.30564141544531487,0.24595893078660724,HSD,19,0.059682484658707624,species
Juniperus communis subsp. nana,0.30816302681158425,0.24595893078660724,HSD,25,0.06220409602497701,species
Juniperus communis subsp. nana,0.30903022748695064,0.24595893078660724,HSD,31,0.0630712967003434,species
Juniperus communis subsp. nana,0.30278511170320865,0.24595893078660724,HSD,51,0.05682618091660141,species
Juniperus communis subsp. nana,0.29543681246545794,0.24595893078660724,HSD,71,0.0494778816788507,species
Juniperus communis subsp. nana,0.2860234204744242,0.24595893078660724,HSD,101,0.04006448968781695,species
Juniperus communis subsp. nana,0.28212714652662774,0.24595893078660724,HSD,151,0.03616821574002049,species
Juniperus communis subsp. nana,0.2904538635895916,0.24595893078660724,HSD,201,0.04449493280298433,species
Juniperus communis subsp. nana,0.30744222587411096,0.24595893078660724,HSD,301,0.06148329508750372,species
Juniperus communis subsp. nana,0.2655155924639201,0.24595893078660724,MBI,1,0.019556661677312848,species
Juniperus communis subsp. nana,0.2546677941497044,0.24595893078660724,MBI,3,0.008708863363097175,species
Juniperus communis subsp. nana,0.26513007651804243,0.24595893078660724,MBI,7,0.01917114573143519,species
Juniperus communis subsp. nana,0.27562202531622426,0.24595893078660724,MBI,15,0.029663094529617018,species
Juniperus communis subsp. nana,0.2711275024721014,0.24595893078660724,MBI,19,0.025168571685494134,species
Juniperus communis subsp. nana,0.28592362005477956,0.24595893078660724,MBI,25,0.039964689268172315,species
Juniperus communis subsp. nana,0.28706006268236894,0.24595893078660724,MBI,31,0.0411011318957617,species
Juniperus communis subsp. nana,0.29394755110849646,0.24595893078660724,MBI,51,0.04798862032188922,species
Juniperus communis subsp. nana,0.29414650547441656,0.24595893078660724,MBI,71,0.04818757468780932,species
Juniperus communis subsp. nana,0.28194247900271385,0.24595893078660724,MBI,101,0.03598354821610661,species
Juniperus communis subsp. nana,0.2640689451517373,0.24595893078660724,MBI,151,0.018110014365130045,species
Juniperus communis subsp. nana,0.27250770448715544,0.24595893078660724,MBI,201,0.0265487737005482,species
Juniperus communis subsp. nana,0.2571317908820181,0.24595893078660724,MBI,301,0.011172860095410853,species
Juniperus communis subsp. nana,0.26521991019619584,0.24595893078660724,MDI,1,0.019260979409588597,species
Juniperus communis subsp. nana,0.28200434645863703,0.24595893078660724,MDI,3,0.03604541567202979,species
Juniperus communis subsp. nana,0.2862746806961979,0.24595893078660724,MDI,7,0.04031574990959064,species
Juniperus communis subsp. nana,0.29724016538439946,0.24595893078660724,MDI,15,0.051281234597792213,species
Juniperus communis subsp. nana,0.2988185894679791,0.24595893078660724,MDI,19,0.05285965868137188,species
Juniperus communis subsp. nana,0.3052160843788422,0.24595893078660724,MDI,25,0.059257153592234935,species
Juniperus communis subsp. nana,0.2985508177629781,0.24595893078660724,MDI,31,0.05259188697637085,species
Juniperus communis subsp. nana,0.29268171821661293,0.24595893078660724,MDI,51,0.046722787430005686,species
Juniperus communis subsp. nana,0.2885125216811626,0.24595893078660724,MDI,71,0.04255359089455535,species
Juniperus communis subsp. nana,0.29643528434779154,0.24595893078660724,MDI,101,0.050476353561184295,species
Juniperus communis subsp. nana,0.2980634112733259,0.24595893078660724,MDI,151,0.052104480486718674,species
Juniperus communis subsp. nana,0.2990228563749885,0.24595893078660724,MDI,201,0.053063925588381244,species
Juniperus communis subsp. nana,0.34063877073421833,0.24595893078660724,MDI,301,0.09467983994761109,species
Juniperus communis subsp. nana,0.26515539025416934,0.24595893078660724,MFA,1,0.0191964594675621,species
